Municipios;Distritos;Secciones;Índice de Gini y Distribución de la renta P80/P20;Periodo;Total
29022 Benadalid;2902201 Benadalid distrito 01;;Distribución de la renta P80/P20;2019;2,7
29022 Benadalid;2902201 Benadalid distrito 01;;Distribución de la renta P80/P20;2018;2,8
29022 Benadalid;2902201 Benadalid distrito 01;;Distribución de la renta P80/P20;2017;2,5
29022 Benadalid;2902201 Benadalid distrito 01;;Distribución de la renta P80/P20;2016;2,7
29022 Benadalid;2902201 Benadalid distrito 01;;Distribución de la renta P80/P20;2015;2,5
29022 Benadalid;2902201 Benadalid distrito 01;2902201001 Benadalid sección 01001;Índice de Gini;2023;32,6
29022 Benadalid;2902201 Benadalid distrito 01;2902201001 Benadalid sección 01001;Índice de Gini;2022;31,4
29022 Benadalid;2902201 Benadalid distrito 01;2902201001 Benadalid sección 01001;Índice de Gini;2021;34,5
29022 Benadalid;2902201 Benadalid distrito 01;2902201001 Benadalid sección 01001;Índice de Gini;2020;34,9
29022 Benadalid;2902201 Benadalid distrito 01;2902201001 Benadalid sección 01001;Índice de Gini;2019;32,2
29022 Benadalid;2902201 Benadalid distrito 01;2902201001 Benadalid sección 01001;Índice de Gini;2018;35,2
29022 Benadalid;2902201 Benadalid distrito 01;2902201001 Benadalid sección 01001;Índice de Gini;2017;33,6
29022 Benadalid;2902201 Benadalid distrito 01;2902201001 Benadalid sección 01001;Índice de Gini;2016;33,2
29022 Benadalid;2902201 Benadalid distrito 01;2902201001 Benadalid sección 01001;Índice de Gini;2015;31,2
29022 Benadalid;2902201 Benadalid distrito 01;2902201001 Benadalid sección 01001;Distribución de la renta P80/P20;2023;3
29022 Benadalid;2902201 Benadalid distrito 01;2902201001 Benadalid sección 01001;Distribución de la renta P80/P20;2022;2,8
29022 Benadalid;2902201 Benadalid distrito 01;2902201001 Benadalid sección 01001;Distribución de la renta P80/P20;2021;3,2
29022 Benadalid;2902201 Benadalid distrito 01;2902201001 Benadalid sección 01001;Distribución de la renta P80/P20;2020;2,6
29022 Benadalid;2902201 Benadalid distrito 01;2902201001 Benadalid sección 01001;Distribución de la renta P80/P20;2019;2,7
29022 Benadalid;2902201 Benadalid distrito 01;2902201001 Benadalid sección 01001;Distribución de la renta P80/P20;2018;2,8
29022 Benadalid;2902201 Benadalid distrito 01;2902201001 Benadalid sección 01001;Distribución de la renta P80/P20;2017;2,5
29022 Benadalid;2902201 Benadalid distrito 01;2902201001 Benadalid sección 01001;Distribución de la renta P80/P20;2016;2,7
29022 Benadalid;2902201 Benadalid distrito 01;2902201001 Benadalid sección 01001;Distribución de la renta P80/P20;2015;2,5
29023 Benahavís;;;Índice de Gini;2023;43,6
29023 Benahavís;;;Índice de Gini;2022;44,2
29023 Benahavís;;;Índice de Gini;2021;43,3
29023 Benahavís;;;Índice de Gini;2020;43,8
29023 Benahavís;;;Índice de Gini;2019;44,2
29023 Benahavís;;;Índice de Gini;2018;44,2
29023 Benahavís;;;Índice de Gini;2017;45,2
29023 Benahavís;;;Índice de Gini;2016;46,7
29023 Benahavís;;;Índice de Gini;2015;.
29023 Benahavís;;;Distribución de la renta P80/P20;2023;4
29023 Benahavís;;;Distribución de la renta P80/P20;2022;4,2
29023 Benahavís;;;Distribución de la renta P80/P20;2021;4,2
29023 Benahavís;;;Distribución de la renta P80/P20;2020;4,4
29023 Benahavís;;;Distribución de la renta P80/P20;2019;4,6
29023 Benahavís;;;Distribución de la renta P80/P20;2018;4,8
29023 Benahavís;;;Distribución de la renta P80/P20;2017;5,1
29023 Benahavís;;;Distribución de la renta P80/P20;2016;5,9
29023 Benahavís;;;Distribución de la renta P80/P20;2015;.
29023 Benahavís;2902301 Benahavís distrito 01;;Índice de Gini;2023;43,6
29023 Benahavís;2902301 Benahavís distrito 01;;Índice de Gini;2022;44,2
29023 Benahavís;2902301 Benahavís distrito 01;;Índice de Gini;2021;43,3
29023 Benahavís;2902301 Benahavís distrito 01;;Índice de Gini;2020;43,8
29023 Benahavís;2902301 Benahavís distrito 01;;Índice de Gini;2019;44,2
29023 Benahavís;2902301 Benahavís distrito 01;;Índice de Gini;2018;44,2
29023 Benahavís;2902301 Benahavís distrito 01;;Índice de Gini;2017;45,2
29023 Benahavís;2902301 Benahavís distrito 01;;Índice de Gini;2016;46,7
29023 Benahavís;2902301 Benahavís distrito 01;;Índice de Gini;2015;.
29023 Benahavís;2902301 Benahavís distrito 01;;Distribución de la renta P80/P20;2023;4
29023 Benahavís;2902301 Benahavís distrito 01;;Distribución de la renta P80/P20;2022;4,2
29023 Benahavís;2902301 Benahavís distrito 01;;Distribución de la renta P80/P20;2021;4,2
29023 Benahavís;2902301 Benahavís distrito 01;;Distribución de la renta P80/P20;2020;4,4
29023 Benahavís;2902301 Benahavís distrito 01;;Distribución de la renta P80/P20;2019;4,6
29023 Benahavís;2902301 Benahavís distrito 01;;Distribución de la renta P80/P20;2018;4,8
29023 Benahavís;2902301 Benahavís distrito 01;;Distribución de la renta P80/P20;2017;5,1
29023 Benahavís;2902301 Benahavís distrito 01;;Distribución de la renta P80/P20;2016;5,9
29023 Benahavís;2902301 Benahavís distrito 01;;Distribución de la renta P80/P20;2015;.
29023 Benahavís;2902301 Benahavís distrito 01;2902301001 Benahavís sección 01001;Índice de Gini;2023;40,5
29023 Benahavís;2902301 Benahavís distrito 01;2902301001 Benahavís sección 01001;Índice de Gini;2022;41,7
29023 Benahavís;2902301 Benahavís distrito 01;2902301001 Benahavís sección 01001;Índice de Gini;2021;42,5
29023 Benahavís;2902301 Benahavís distrito 01;2902301001 Benahavís sección 01001;Índice de Gini;2020;41,2
29023 Benahavís;2902301 Benahavís distrito 01;2902301001 Benahavís sección 01001;Índice de Gini;2019;40,8
29023 Benahavís;2902301 Benahavís distrito 01;2902301001 Benahavís sección 01001;Índice de Gini;2018;41,7
29023 Benahavís;2902301 Benahavís distrito 01;2902301001 Benahavís sección 01001;Índice de Gini;2017;43,8
29023 Benahavís;2902301 Benahavís distrito 01;2902301001 Benahavís sección 01001;Índice de Gini;2016;46,7
29023 Benahavís;2902301 Benahavís distrito 01;2902301001 Benahavís sección 01001;Índice de Gini;2015;45,7
29023 Benahavís;2902301 Benahavís distrito 01;2902301001 Benahavís sección 01001;Distribución de la renta P80/P20;2023;3,6
29023 Benahavís;2902301 Benahavís distrito 01;2902301001 Benahavís sección 01001;Distribución de la renta P80/P20;2022;4
29023 Benahavís;2902301 Benahavís distrito 01;2902301001 Benahavís sección 01001;Distribución de la renta P80/P20;2021;3,9
29023 Benahavís;2902301 Benahavís distrito 01;2902301001 Benahavís sección 01001;Distribución de la renta P80/P20;2020;4,4
29023 Benahavís;2902301 Benahavís distrito 01;2902301001 Benahavís sección 01001;Distribución de la renta P80/P20;2019;4,2
29023 Benahavís;2902301 Benahavís distrito 01;2902301001 Benahavís sección 01001;Distribución de la renta P80/P20;2018;4,5
29023 Benahavís;2902301 Benahavís distrito 01;2902301001 Benahavís sección 01001;Distribución de la renta P80/P20;2017;5,1
29023 Benahavís;2902301 Benahavís distrito 01;2902301001 Benahavís sección 01001;Distribución de la renta P80/P20;2016;5,9
29023 Benahavís;2902301 Benahavís distrito 01;2902301001 Benahavís sección 01001;Distribución de la renta P80/P20;2015;5,9
29023 Benahavís;2902301 Benahavís distrito 01;2902301002 Benahavís sección 01002;Índice de Gini;2023;44,2
29023 Benahavís;2902301 Benahavís distrito 01;2902301002 Benahavís sección 01002;Índice de Gini;2022;44,2
29023 Benahavís;2902301 Benahavís distrito 01;2902301002 Benahavís sección 01002;Índice de Gini;2021;43,3
29023 Benahavís;2902301 Benahavís distrito 01;2902301002 Benahavís sección 01002;Índice de Gini;2020;44,4
29023 Benahavís;2902301 Benahavís distrito 01;2902301002 Benahavís sección 01002;Índice de Gini;2019;45,2
29023 Benahavís;2902301 Benahavís distrito 01;2902301002 Benahavís sección 01002;Índice de Gini;2018;45,6
29023 Benahavís;2902301 Benahavís distrito 01;2902301002 Benahavís sección 01002;Índice de Gini;2017;45,2
29023 Benahavís;2902301 Benahavís distrito 01;2902301002 Benahavís sección 01002;Índice de Gini;2016;46,7
29023 Benahavís;2902301 Benahavís distrito 01;2902301002 Benahavís sección 01002;Índice de Gini;2015;.
29023 Benahavís;2902301 Benahavís distrito 01;2902301002 Benahavís sección 01002;Distribución de la renta P80/P20;2023;4,1
29023 Benahavís;2902301 Benahavís distrito 01;2902301002 Benahavís sección 01002;Distribución de la renta P80/P20;2022;4,2
29023 Benahavís;2902301 Benahavís distrito 01;2902301002 Benahavís sección 01002;Distribución de la renta P80/P20;2021;4,2
29023 Benahavís;2902301 Benahavís distrito 01;2902301002 Benahavís sección 01002;Distribución de la renta P80/P20;2020;4,4
29023 Benahavís;2902301 Benahavís distrito 01;2902301002 Benahavís sección 01002;Distribución de la renta P80/P20;2019;4,6
29023 Benahavís;2902301 Benahavís distrito 01;2902301002 Benahavís sección 01002;Distribución de la renta P80/P20;2018;4,8
29023 Benahavís;2902301 Benahavís distrito 01;2902301002 Benahavís sección 01002;Distribución de la renta P80/P20;2017;5,1
29023 Benahavís;2902301 Benahavís distrito 01;2902301002 Benahavís sección 01002;Distribución de la renta P80/P20;2016;5,9
29023 Benahavís;2902301 Benahavís distrito 01;2902301002 Benahavís sección 01002;Distribución de la renta P80/P20;2015;.
29024 Benalauría;;;Índice de Gini;2023;25
29024 Benalauría;;;Índice de Gini;2022;26,2
29024 Benalauría;;;Índice de Gini;2021;25,2
29024 Benalauría;;;Índice de Gini;2020;26,9
29024 Benalauría;;;Índice de Gini;2019;27,9
29024 Benalauría;;;Índice de Gini;2018;29,2
29024 Benalauría;;;Índice de Gini;2017;30,6
29024 Benalauría;;;Índice de Gini;2016;33,9
29024 Benalauría;;;Índice de Gini;2015;33
29024 Benalauría;;;Distribución de la renta P80/P20;2023;2
29024 Benalauría;;;Distribución de la renta P80/P20;2022;2,2
29024 Benalauría;;;Distribución de la renta P80/P20;2021;2
29024 Benalauría;;;Distribución de la renta P80/P20;2020;2
29024 Benalauría;;;Distribución de la renta P80/P20;2019;2
29024 Benalauría;;;Distribución de la renta P80/P20;2018;2,2
29024 Benalauría;;;Distribución de la renta P80/P20;2017;2,3
29024 Benalauría;;;Distribución de la renta P80/P20;2016;2,4
29024 Benalauría;;;Distribución de la renta P80/P20;2015;2,5
29024 Benalauría;2902401 Benalauría distrito 01;;Índice de Gini;2023;25
29024 Benalauría;2902401 Benalauría distrito 01;;Índice de Gini;2022;26,2
29024 Benalauría;2902401 Benalauría distrito 01;;Índice de Gini;2021;25,2
29024 Benalauría;2902401 Benalauría distrito 01;;Índice de Gini;2020;26,9
29024 Benalauría;2902401 Benalauría distrito 01;;Índice de Gini;2019;27,9
29024 Benalauría;2902401 Benalauría distrito 01;;Índice de Gini;2018;29,2
29024 Benalauría;2902401 Benalauría distrito 01;;Índice de Gini;2017;30,6
29024 Benalauría;2902401 Benalauría distrito 01;;Índice de Gini;2016;33,9
29024 Benalauría;2902401 Benalauría distrito 01;;Índice de Gini;2015;33
29024 Benalauría;2902401 Benalauría distrito 01;;Distribución de la renta P80/P20;2023;2
29024 Benalauría;2902401 Benalauría distrito 01;;Distribución de la renta P80/P20;2022;2,2
29024 Benalauría;2902401 Benalauría distrito 01;;Distribución de la renta P80/P20;2021;2
29024 Benalauría;2902401 Benalauría distrito 01;;Distribución de la renta P80/P20;2020;2
29024 Benalauría;2902401 Benalauría distrito 01;;Distribución de la renta P80/P20;2019;2
29024 Benalauría;2902401 Benalauría distrito 01;;Distribución de la renta P80/P20;2018;2,2
29024 Benalauría;2902401 Benalauría distrito 01;;Distribución de la renta P80/P20;2017;2,3
29024 Benalauría;2902401 Benalauría distrito 01;;Distribución de la renta P80/P20;2016;2,4
29024 Benalauría;2902401 Benalauría distrito 01;;Distribución de la renta P80/P20;2015;2,5
29024 Benalauría;2902401 Benalauría distrito 01;2902401001 Benalauría sección 01001;Índice de Gini;2023;25
29024 Benalauría;2902401 Benalauría distrito 01;2902401001 Benalauría sección 01001;Índice de Gini;2022;26,2
29024 Benalauría;2902401 Benalauría distrito 01;2902401001 Benalauría sección 01001;Índice de Gini;2021;25,2
29024 Benalauría;2902401 Benalauría distrito 01;2902401001 Benalauría sección 01001;Índice de Gini;2020;26,9
29024 Benalauría;2902401 Benalauría distrito 01;2902401001 Benalauría sección 01001;Índice de Gini;2019;27,9
29024 Benalauría;2902401 Benalauría distrito 01;2902401001 Benalauría sección 01001;Índice de Gini;2018;29,2
29024 Benalauría;2902401 Benalauría distrito 01;2902401001 Benalauría sección 01001;Índice de Gini;2017;30,6
29024 Benalauría;2902401 Benalauría distrito 01;2902401001 Benalauría sección 01001;Índice de Gini;2016;33,9
29024 Benalauría;2902401 Benalauría distrito 01;2902401001 Benalauría sección 01001;Índice de Gini;2015;33
29024 Benalauría;2902401 Benalauría distrito 01;2902401001 Benalauría sección 01001;Distribución de la renta P80/P20;2023;2
29024 Benalauría;2902401 Benalauría distrito 01;2902401001 Benalauría sección 01001;Distribución de la renta P80/P20;2022;2,2
29024 Benalauría;2902401 Benalauría distrito 01;2902401001 Benalauría sección 01001;Distribución de la renta P80/P20;2021;2
29024 Benalauría;2902401 Benalauría distrito 01;2902401001 Benalauría sección 01001;Distribución de la renta P80/P20;2020;2
29024 Benalauría;2902401 Benalauría distrito 01;2902401001 Benalauría sección 01001;Distribución de la renta P80/P20;2019;2
29024 Benalauría;2902401 Benalauría distrito 01;2902401001 Benalauría sección 01001;Distribución de la renta P80/P20;2018;2,2
29024 Benalauría;2902401 Benalauría distrito 01;2902401001 Benalauría sección 01001;Distribución de la renta P80/P20;2017;2,3
29024 Benalauría;2902401 Benalauría distrito 01;2902401001 Benalauría sección 01001;Distribución de la renta P80/P20;2016;2,4
29024 Benalauría;2902401 Benalauría distrito 01;2902401001 Benalauría sección 01001;Distribución de la renta P80/P20;2015;2,5
29025 Benalmádena;;;Índice de Gini;2023;35,4
29025 Benalmádena;;;Índice de Gini;2022;36
29025 Benalmádena;;;Índice de Gini;2021;36,3
29025 Benalmádena;;;Índice de Gini;2020;36,9
29025 Benalmádena;;;Índice de Gini;2019;36,2
29025 Benalmádena;;;Índice de Gini;2018;37
29025 Benalmádena;;;Índice de Gini;2017;37,7
29025 Benalmádena;;;Índice de Gini;2016;39,4
29025 Benalmádena;;;Índice de Gini;2015;40,2
29025 Benalmádena;;;Distribución de la renta P80/P20;2023;3,2
29025 Benalmádena;;;Distribución de la renta P80/P20;2022;3,3
29025 Benalmádena;;;Distribución de la renta P80/P20;2021;3,3
29025 Benalmádena;;;Distribución de la renta P80/P20;2020;3,5
29025 Benalmádena;;;Distribución de la renta P80/P20;2019;3,2
29025 Benalmádena;;;Distribución de la renta P80/P20;2018;3,5
29025 Benalmádena;;;Distribución de la renta P80/P20;2017;3,7
29025 Benalmádena;;;Distribución de la renta P80/P20;2016;4,1
29025 Benalmádena;;;Distribución de la renta P80/P20;2015;3,9
29025 Benalmádena;2902501 Benalmádena distrito 01;;Índice de Gini;2023;37,2
29025 Benalmádena;2902501 Benalmádena distrito 01;;Índice de Gini;2022;38
29025 Benalmádena;2902501 Benalmádena distrito 01;;Índice de Gini;2021;38,7
29025 Benalmádena;2902501 Benalmádena distrito 01;;Índice de Gini;2020;38
29025 Benalmádena;2902501 Benalmádena distrito 01;;Índice de Gini;2019;37,2
29025 Benalmádena;2902501 Benalmádena distrito 01;;Índice de Gini;2018;38,5
29025 Benalmádena;2902501 Benalmádena distrito 01;;Índice de Gini;2017;38,9
29025 Benalmádena;2902501 Benalmádena distrito 01;;Índice de Gini;2016;40,7
29025 Benalmádena;2902501 Benalmádena distrito 01;;Índice de Gini;2015;41,9
29025 Benalmádena;2902501 Benalmádena distrito 01;;Distribución de la renta P80/P20;2023;3,1
29025 Benalmádena;2902501 Benalmádena distrito 01;;Distribución de la renta P80/P20;2022;3,2
29025 Benalmádena;2902501 Benalmádena distrito 01;;Distribución de la renta P80/P20;2021;3,5
29025 Benalmádena;2902501 Benalmádena distrito 01;;Distribución de la renta P80/P20;2020;3,5
29025 Benalmádena;2902501 Benalmádena distrito 01;;Distribución de la renta P80/P20;2019;3,4
29025 Benalmádena;2902501 Benalmádena distrito 01;;Distribución de la renta P80/P20;2018;3,5
29025 Benalmádena;2902501 Benalmádena distrito 01;;Distribución de la renta P80/P20;2017;3,4
29025 Benalmádena;2902501 Benalmádena distrito 01;;Distribución de la renta P80/P20;2016;4,1
29025 Benalmádena;2902501 Benalmádena distrito 01;;Distribución de la renta P80/P20;2015;4,5
29025 Benalmádena;2902501 Benalmádena distrito 01;2902501001 Benalmádena sección 01001;Índice de Gini;2023;32,6
29025 Benalmádena;2902501 Benalmádena distrito 01;2902501001 Benalmádena sección 01001;Índice de Gini;2022;33,3
29025 Benalmádena;2902501 Benalmádena distrito 01;2902501001 Benalmádena sección 01001;Índice de Gini;2021;34,5
29025 Benalmádena;2902501 Benalmádena distrito 01;2902501001 Benalmádena sección 01001;Índice de Gini;2020;34,3
29025 Benalmádena;2902501 Benalmádena distrito 01;2902501001 Benalmádena sección 01001;Índice de Gini;2019;34,7
29025 Benalmádena;2902501 Benalmádena distrito 01;2902501001 Benalmádena sección 01001;Índice de Gini;2018;34,9
29025 Benalmádena;2902501 Benalmádena distrito 01;2902501001 Benalmádena sección 01001;Índice de Gini;2017;33,5
29025 Benalmádena;2902501 Benalmádena distrito 01;2902501001 Benalmádena sección 01001;Índice de Gini;2016;35,6
29025 Benalmádena;2902501 Benalmádena distrito 01;2902501001 Benalmádena sección 01001;Índice de Gini;2015;35,4
29025 Benalmádena;2902501 Benalmádena distrito 01;2902501001 Benalmádena sección 01001;Distribución de la renta P80/P20;2023;2,8
29025 Benalmádena;2902501 Benalmádena distrito 01;2902501001 Benalmádena sección 01001;Distribución de la renta P80/P20;2022;3,1
29025 Benalmádena;2902501 Benalmádena distrito 01;2902501001 Benalmádena sección 01001;Distribución de la renta P80/P20;2021;3,3
