Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;;Renta neta media por persona;2016;""
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;;Renta neta media por persona;2015;""
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;;Renta neta media por hogar;2023;30.083
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;;Renta neta media por hogar;2022;27.903
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;;Renta neta media por hogar;2021;25.605
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;;Renta neta media por hogar;2020;24.365
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;;Renta neta media por hogar;2019;24.402
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;;Renta neta media por hogar;2018;23.114
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;;Renta neta media por hogar;2017;21.442
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;;Renta neta media por hogar;2016;20.594
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;;Renta neta media por hogar;2015;19.976
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802001 Alhaurín el Grande sección 02001;Renta neta media por persona;2023;10.114
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802001 Alhaurín el Grande sección 02001;Renta neta media por persona;2022;9.430
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802001 Alhaurín el Grande sección 02001;Renta neta media por persona;2021;8.833
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802001 Alhaurín el Grande sección 02001;Renta neta media por persona;2020;8.491
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802001 Alhaurín el Grande sección 02001;Renta neta media por persona;2019;8.305
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802001 Alhaurín el Grande sección 02001;Renta neta media por persona;2018;7.868
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802001 Alhaurín el Grande sección 02001;Renta neta media por persona;2017;7.172
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802001 Alhaurín el Grande sección 02001;Renta neta media por persona;2016;7.176
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802001 Alhaurín el Grande sección 02001;Renta neta media por persona;2015;6.934
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802001 Alhaurín el Grande sección 02001;Renta neta media por hogar;2023;27.822
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802001 Alhaurín el Grande sección 02001;Renta neta media por hogar;2022;26.384
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802001 Alhaurín el Grande sección 02001;Renta neta media por hogar;2021;24.871
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802001 Alhaurín el Grande sección 02001;Renta neta media por hogar;2020;23.779
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802001 Alhaurín el Grande sección 02001;Renta neta media por hogar;2019;23.202
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802001 Alhaurín el Grande sección 02001;Renta neta media por hogar;2018;21.865
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802001 Alhaurín el Grande sección 02001;Renta neta media por hogar;2017;20.605
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802001 Alhaurín el Grande sección 02001;Renta neta media por hogar;2016;20.814
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802001 Alhaurín el Grande sección 02001;Renta neta media por hogar;2015;20.005
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802003 Alhaurín el Grande sección 02003;Renta neta media por persona;2023;10.026
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802003 Alhaurín el Grande sección 02003;Renta neta media por persona;2022;9.379
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802003 Alhaurín el Grande sección 02003;Renta neta media por persona;2021;8.508
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802003 Alhaurín el Grande sección 02003;Renta neta media por persona;2020;7.869
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802003 Alhaurín el Grande sección 02003;Renta neta media por persona;2019;7.973
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802003 Alhaurín el Grande sección 02003;Renta neta media por persona;2018;7.619
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802003 Alhaurín el Grande sección 02003;Renta neta media por persona;2017;7.016
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802003 Alhaurín el Grande sección 02003;Renta neta media por persona;2016;6.563
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802003 Alhaurín el Grande sección 02003;Renta neta media por persona;2015;6.317
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802003 Alhaurín el Grande sección 02003;Renta neta media por hogar;2023;30.942
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802003 Alhaurín el Grande sección 02003;Renta neta media por hogar;2022;29.091
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802003 Alhaurín el Grande sección 02003;Renta neta media por hogar;2021;26.157
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802003 Alhaurín el Grande sección 02003;Renta neta media por hogar;2020;24.532
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802003 Alhaurín el Grande sección 02003;Renta neta media por hogar;2019;24.676
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802003 Alhaurín el Grande sección 02003;Renta neta media por hogar;2018;23.345
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802003 Alhaurín el Grande sección 02003;Renta neta media por hogar;2017;21.513
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802003 Alhaurín el Grande sección 02003;Renta neta media por hogar;2016;20.405
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802003 Alhaurín el Grande sección 02003;Renta neta media por hogar;2015;19.471
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802004 Alhaurín el Grande sección 02004;Renta neta media por persona;2023;10.174
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802004 Alhaurín el Grande sección 02004;Renta neta media por persona;2022;8.957
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802004 Alhaurín el Grande sección 02004;Renta neta media por persona;2021;8.215
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802004 Alhaurín el Grande sección 02004;Renta neta media por persona;2020;7.877
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802004 Alhaurín el Grande sección 02004;Renta neta media por persona;2019;7.920
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802004 Alhaurín el Grande sección 02004;Renta neta media por persona;2018;7.604
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802004 Alhaurín el Grande sección 02004;Renta neta media por persona;2017;6.998
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802004 Alhaurín el Grande sección 02004;Renta neta media por persona;2016;6.418
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802004 Alhaurín el Grande sección 02004;Renta neta media por persona;2015;6.325
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802004 Alhaurín el Grande sección 02004;Renta neta media por hogar;2023;31.289
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802004 Alhaurín el Grande sección 02004;Renta neta media por hogar;2022;27.892
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802004 Alhaurín el Grande sección 02004;Renta neta media por hogar;2021;25.623
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802004 Alhaurín el Grande sección 02004;Renta neta media por hogar;2020;24.751
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802004 Alhaurín el Grande sección 02004;Renta neta media por hogar;2019;25.279
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802004 Alhaurín el Grande sección 02004;Renta neta media por hogar;2018;24.121
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802004 Alhaurín el Grande sección 02004;Renta neta media por hogar;2017;22.231
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802004 Alhaurín el Grande sección 02004;Renta neta media por hogar;2016;20.612
29008 Alhaurín el Grande;2900802 Alhaurín el Grande distrito 02;2900802004 Alhaurín el Grande sección 02004;Renta neta media por hogar;2015;20.632
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;;Renta neta media por persona;2023;10.989
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;;Renta neta media por persona;2022;10.048
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;;Renta neta media por persona;2021;8.862
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;;Renta neta media por persona;2020;8.019
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;;Renta neta media por persona;2019;""
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;;Renta neta media por persona;2018;""
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;;Renta neta media por persona;2017;""
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;;Renta neta media por persona;2016;""
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;;Renta neta media por persona;2015;""
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;;Renta neta media por hogar;2023;32.327
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;;Renta neta media por hogar;2022;29.599
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;;Renta neta media por hogar;2021;26.280
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;;Renta neta media por hogar;2020;24.077
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;;Renta neta media por hogar;2019;24.810
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;;Renta neta media por hogar;2018;23.498
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;;Renta neta media por hogar;2017;21.246
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;;Renta neta media por hogar;2016;19.682
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;;Renta neta media por hogar;2015;19.001
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803001 Alhaurín el Grande sección 03001;Renta neta media por persona;2023;10.679
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803001 Alhaurín el Grande sección 03001;Renta neta media por persona;2022;9.108
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803001 Alhaurín el Grande sección 03001;Renta neta media por persona;2021;8.490
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803001 Alhaurín el Grande sección 03001;Renta neta media por persona;2020;7.858
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803001 Alhaurín el Grande sección 03001;Renta neta media por persona;2019;7.901
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803001 Alhaurín el Grande sección 03001;Renta neta media por persona;2018;7.399
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803001 Alhaurín el Grande sección 03001;Renta neta media por persona;2017;6.725
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803001 Alhaurín el Grande sección 03001;Renta neta media por persona;2016;6.097
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803001 Alhaurín el Grande sección 03001;Renta neta media por persona;2015;5.881
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803001 Alhaurín el Grande sección 03001;Renta neta media por hogar;2023;31.392
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803001 Alhaurín el Grande sección 03001;Renta neta media por hogar;2022;27.158
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803001 Alhaurín el Grande sección 03001;Renta neta media por hogar;2021;25.392
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803001 Alhaurín el Grande sección 03001;Renta neta media por hogar;2020;23.825
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803001 Alhaurín el Grande sección 03001;Renta neta media por hogar;2019;24.266
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803001 Alhaurín el Grande sección 03001;Renta neta media por hogar;2018;22.725
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803001 Alhaurín el Grande sección 03001;Renta neta media por hogar;2017;20.482
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803001 Alhaurín el Grande sección 03001;Renta neta media por hogar;2016;18.797
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803001 Alhaurín el Grande sección 03001;Renta neta media por hogar;2015;18.545
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803002 Alhaurín el Grande sección 03002;Renta neta media por persona;2023;11.552
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803002 Alhaurín el Grande sección 03002;Renta neta media por persona;2022;11.715
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803002 Alhaurín el Grande sección 03002;Renta neta media por persona;2021;9.161
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803002 Alhaurín el Grande sección 03002;Renta neta media por persona;2020;8.146
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803002 Alhaurín el Grande sección 03002;Renta neta media por persona;2019;8.435
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803002 Alhaurín el Grande sección 03002;Renta neta media por persona;2018;8.131
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803002 Alhaurín el Grande sección 03002;Renta neta media por persona;2017;7.445
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803002 Alhaurín el Grande sección 03002;Renta neta media por persona;2016;6.745
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803002 Alhaurín el Grande sección 03002;Renta neta media por persona;2015;6.539
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803002 Alhaurín el Grande sección 03002;Renta neta media por hogar;2023;35.258
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803002 Alhaurín el Grande sección 03002;Renta neta media por hogar;2022;36.079
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803002 Alhaurín el Grande sección 03002;Renta neta media por hogar;2021;26.981
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803002 Alhaurín el Grande sección 03002;Renta neta media por hogar;2020;24.273
29008 Alhaurín el Grande;2900803 Alhaurín el Grande distrito 03;2900803002 Alhaurín el Grande sección 03002;Renta neta media por hogar;2019;25.226
